Batch,ResponseId,con.reveal,con.precise,con.sequence,total_bonus,total_pay,difficulty,strategy,strategy_9_TEXT,adviceNoticed,adviceFeeling,rationaleFeeling,adviceIncorporate,adviceThoughts,bestTip,driversLicense,cars,similarGames,freqDrive,attention,nav,navDeviation,gender,gender_3_TEXT,age,degree,employment,location,otherComments,advicePrecision,adviceSummary
7,R_7rNKZinhOVBE62r,0,1,1,1,5,Moderately difficult,"Carefully considered the travel time and traffic for the next stops and thought about how to minimize the time taken without running out of charge,Minimized the number of times I recharged by combining the travel time and traffic of multiple road segments,Tried to charge just enough for the next stop to aim for faster charging","",Yes,Moderately positive,"",Always followed the AI advice closely,Was already planning on working the advice bits in when AI gave me a more specific way to do it,Plan on doing math,Yes,Only non-electric or hybrid car(s),Never,Daily,Once in a while,Usually,About half the time,Female,"",35-44,4 year degree,Employed full time,Phoenix AZ,"",Type A would be much better,advice given was when to charge for multiple stops and how much to charge to cover the stops
7,R_5g5G1l6UqdPrEdB,1,3,2,3.3,7.3,Neither easy nor difficult,"Carefully considered the travel time and traffic for the next stops and thought about how to minimize the time taken without running out of charge,Tried to charge just enough for the next stop to aim for faster charging","",Yes,Extremely positive,Extremely positive,Always followed the AI advice closely,"I wanted to see the AI's approach and if it improved my score than I based my next choices off of that, and it did help.",Just remembering to really use simple math and to help you out. And consider looking to the next stop to see if it's worth charging more to pass by 2 stops.,Yes,Only non-electric or hybrid car(s),2-3 times a week,Daily,Once in a while,Rarely,Never,Female,"",35-44,2 year degree,Employed full time,"Northbrook, IL",nothing,Type A would be much better,The AI helped with letting me know if I should stop and charge and to consider looking ahead
7,R_7T2Yolwt7vQgtB7,0,2,2,0.3,4.3,Moderately difficult,Charged more than necessary since it’s difficult to anticipate all the exits,"",Yes,Neither positive nor negative,"",Generally followed the advice but deviated sometimes when I thought I had a better strategy,I tried to follow the advice and it also failed me. Understanding exactly how much time went off would have served me better in the game.,Charge more than you think you need always.,Yes,Only non-electric or hybrid car(s),Never,2-3 times a week,Once in a while,Usually,Rarely,Male,"",18-24,Some college,Student,"Lancaster, Ohio. ","",Type A would be much better,I thought it was good but difficult to determine specific amounts needed exactly to be enough.
7,R_3GlorRLKNSizfZ7,1,1,1,2.65,6.65,Neither easy nor difficult,"Carefully considered the travel time and traffic for the next stops and thought about how to minimize the time taken without running out of charge,Minimized the number of times I recharged by combining the travel time and traffic of multiple road segments,Tried to charge just enough for the next stop to aim for faster charging","",Yes,Moderately positive,Extremely positive,Generally followed the advice but deviated sometimes when I thought I had a better strategy,I got greedy to save time.,2 charges is better than charging more than 50%.,Yes,Both non-electric or hybrid and fully electric cars,Never,4-6 times a week,Once in a while,Always,Rarely,Male,"",18-24,Some college,Unemployed looking for work,"Anaheim, California","",Type B would be much better,Charge only as much as you need. Try not to charge more than 50%.
7,R_3CTbinuxFOc4Ccf,1,1,1,2.5,6.5,Slightly easy,"Carefully considered the travel time and traffic for the next stops and thought about how to minimize the time taken without running out of charge,Minimized the number of times I recharged by combining the travel time and traffic of multiple road segments,Tried to charge just enough for the next stop to aim for faster charging","",Yes,Extremely positive,Extremely positive,Always followed the AI advice closely,"",use a calculator to add the numbers quicker,Yes,Only non-electric or hybrid car(s),Once in a while,4-6 times a week,Once in a while,Usually,About half the time,Female,"",18-24,Some college,Student,"Houma, Louisiana","",Both would be equally good,"Look at the next 2 segments, and if their time is 50 or less, then charge for both segments at one stop"
7,R_6e2bOe1XYUSXdeE,0,1,1,0.2,4.2,Slightly difficult,"Carefully considered the travel time and traffic for the next stops and thought about how to minimize the time taken without running out of charge,Tried to charge just enough for the next stop to aim for faster charging","",Yes,Slightly negative,"",Always followed the AI advice closely,I alway followed the advice because I felt like the game was beating me at that point.,fill up to only what you need and try to get under 500 minutes.,Yes,Only non-electric or hybrid car(s),Never,4-6 times a week,Once in a while,Always,About half the time,Female,"",18-24,Some college,Student,"Stanhope, NJ","",Type A would be much better,The advice given in the game was helpful in telling what stops to fuel at or not.
7,R_1ARzCYBogwBgQ7Y,0,2,1,0.4,4.4,Extremely difficult,"Minimized the number of times I recharged by combining the travel time and traffic of multiple road segments,Tried to charge just enough for the next stop to aim for faster charging","",Yes,Extremely positive,"",Always followed the AI advice closely,Because it seemed like good advice.,Calculate just how much you'll need to get their each round.,Yes,Only non-electric or hybrid car(s),Once a month,Daily,Once in a while,Rarely,Rarely,Female,"",25-34,Master's,Employed part time,"Crete, IL","",Type A would be much better,I was advised when to charge and when to not charge.
7,R_3k7gNgku1wlZWEB,1,3,2,2.35,6.35,Slightly difficult,Minimized the number of times I recharged by combining the travel time and traffic of multiple road segments,"",Yes,Moderately positive,Slightly positive,Generally followed the advice but deviated sometimes when I thought I had a better strategy,Wanting to go one more extra exit before charging in hopes that the distance and time gained was offset by the charging time at the next exit.,"I think the advice was solid, it was a strong and safe strategy that got you to the destination in a timely manor. I think the only tip I would display is maybe a +/- deviation on what the recommendation is, that way it's not a clear cut answer and still gives a bit of strategy.",Yes,Only non-electric or hybrid car(s),Once in a while,Daily,Once in a while,About half the time,Never,Male,"",25-34,4 year degree,Employed full time,"Ankeny, Iowa","",Type B would be much better,The advice often got you just enough to get to the next stop and do a fast charge vs. putting extra in to go multiple exits.
7,R_3iSOYNIDhFZWBdT,0,2,2,3.9,7.9,Slightly easy,Carefully considered the travel time and traffic for the next stops and thought about how to minimize the time taken without running out of charge,"",Yes,Moderately positive,"",Always followed the AI advice closely,"Honestly, I chose to follow the advice because it seemed like the best option as I did not do so well in the last round.","You have to understand the """"time value of charging"""" as the rate of charge is not constant, so understanding if it is better to charge for multiple stops or just your next stop is critical.",Yes,Only non-electric or hybrid car(s),Never,Daily,Once in a while,Usually,Rarely,Male,"",25-34,Master's,Employed full time,"Midland, TX",None,Type A would be slightly better,The advice fell into 3 categories; you should charge just enough to cover the next 2 stops; you should charge just enough to get you to the next stop; or you should not charge at this stop
7,R_1Y8JpvwmxSzd9O9,0,3,2,0.9,4.9,Extremely difficult,Carefully considered the travel time and traffic for the next stops and thought about how to minimize the time taken without running out of charge,"",Yes,Slightly positive,"",Generally followed the advice but deviated sometimes when I thought I had a better strategy,"If it seemed wrong, I didn't follow it.  See previous explanation. ","No clue, sorry!  This is a complex game.  ",Yes,Only non-electric or hybrid car(s),Never,4-6 times a week,Once in a while,About half the time,Rarely,Female,"",55-64,4 year degree,Unemployed looking for work,"Saint Louis, Missouri","This was tough, but very interesting!  Thank you!",Type B would be slightly better,"I didn't always trust the advice.  Sometimes it seemed to be telling me to do something and I thought I would run out of charge, so I didn't follow the advice then.  At other times, I was grateful for the advice and adhered to it. "
